gene_name,TCGA-UCEC(Asian)(20)
CHRNB2,0.05
AOC2,0.05
MIR6511A3,0.05
NPR1,0.05
SLC27A3,0.05
BSPH1,0.05
SLC39A1,0.05
ELSPBP1,0.05
RAMP2-AS1,0.05
JTB,0.05
PLEKHH3,0.05
TUBG2,0.05
TUBG1,0.05
LIG1,0.05
COASY,0.05
ZNF114,0.05
C1orf189,0.05
PTRF,0.05
HCRT,0.05
RAB5C,0.05
DHX58,0.05
CCDC114,0.05
NKIRAS2,0.05
UBE2Q1,0.05
KRTAP4-12,0.05
DBP,0.05
MLLT6,0.05
RASIP1,0.05
TMEM79,0.05
GRB7,0.05
MIEN1,0.05
TSACC,0.05
PNMT,0.05
TCAP,0.05
STARD3,0.05
FUT1,0.05
FGF21,0.05
RHBG,0.05
BCAT2,0.05
HSD17B14,0.05
RPL19,0.05
CACNB1,0.05
TTC24,0.05
CTD-2206N4.4,0.05
LRRC37A11P,0.05
RPL23,0.05
C17orf98,0.05
CWC25,0.05
PIP4K2B,0.05
ISG20L2,0.05
PCGF2,0.05
MIR29A,0.05
NR1D1,0.05
NTN5,0.05
CASC3,0.05
KRTAP1-1,0.05
FAM189B,0.05
KRTAP1-5,0.05
SCAMP3,0.05
KRTAP3-2,0.05
CLK2,0.05
KRT39,0.05
FDPS,0.05
RUSC1,0.05
KRT12,0.05
MIR5195,0.05
KRT27,0.05
RIT1,0.05
RXFP4,0.05
ARHGEF2,0.05
SSR2,0.05
UBQLN4,0.05
IGFBP4,0.05
GJD3,0.05
RARA,0.05
CDC6,0.05
WIPF2,0.05
RAPGEFL1,0.05
CHTOP,0.05
AOC4P,0.05
S100A1,0.05
MTERF4,0.05
PNPO,0.05
SP2,0.05
OAZ3,0.05
SP6,0.05
SCRN2,0.05
TDRKH,0.05
THEM4,0.05
S100A11,0.05
MTERF1,0.05
AP2S1,0.05
LCE5A,0.05
CRCT1,0.05
GOSR2,0.05
MRPL57,0.05
NSF,0.05
LCE2B,0.05
LCE2C,0.05
LCE2A,0.05
LCE4A,0.05
C1orf68,0.05
RP11-798G7.6,0.05
BBC3,0.05
LCE1E,0.05
PRKD2,0.05
HOXB5,0.05
PTGES3L-AARSD1,0.05
HOXB6,0.05
SAMD14,0.05
NAPRT,0.05
ITGA3,0.05
DLX3,0.05
DLX4,0.05
TAC4,0.05
FAM117A,0.05
SLC35B1,0.05
PPP5D1,0.05
PHB,0.05
PHOSPHO1,0.05
MTURN,0.05
SCNM1,0.05
GIP,0.05
SNF8,0.05
LYSMD1,0.05
ATP5G1,0.05
VPS72,0.05
PIP5K1A,0.05
PTGIR,0.05
PRAC1,0.05
HOXB9,0.05
HOXB8,0.05
MAP3K14,0.05
SPATA32,0.05
HEXIM2,0.05
HEXIM1,0.05
TMEM101,0.05
SLC8A2,0.05
PYY,0.05
PPY,0.05
S100A9,0.05
S100A8,0.05
S100A7A,0.05
C17orf105,0.05
S100A7L2,0.05
S100A7,0.05
S100A6,0.05
ETV4,0.05
GLTSCR1,0.05
S100A3,0.05
GLTSCR2,0.05
NBR2,0.05
S100A2,0.05
RND2,0.05
IFI35,0.05
RPL27,0.05
S100A16,0.05
CRX,0.05
MIR670HG,0.05
PGLYRP3,0.05
G6PC3,0.05
HDAC5,0.05
CCDC43,0.05
LCE1B,0.05
PLCD3,0.05
NMT1,0.05
DCAKD,0.05
GFAP,0.05
C5AR1,0.05
C5AR2,0.05
EFTUD2,0.05
SMCP,0.05
SPRR1A,0.05
FZD2,0.05
MIR6859-1,0.05
SPRR2D,0.05
SPRR2A,0.05
SPRR2B,0.05
SPRR2E,0.05
SLC25A39,0.05
RUNDC3A,0.05
SLC4A1,0.05
SPRR2C,0.05
ATXN7L3,0.05
LELP1,0.05
PPP1R15A,0.05
MIR15A,0.05
SAT2,0.05
PRPSAP2,0.05
SERPINC1,0.05
CACYBP,0.05
KIAA0040,0.05
CTD-2303H24.2,0.05
LGALS9C,0.05
KRT16P1,0.05
SPIB,0.05
LLGL1,0.05
ALKBH5,0.05
TDRD5,0.05
DRG2,0.05
FAM163A,0.05
ATPAF2,0.05
LRRC48,0.05
RAI1,0.05
LINC01565,0.05
JOSD2,0.05
NT5M,0.05
COPS3,0.05
MR1,0.05
IER5,0.05
ZNF648,0.05
RP11-219A15.2,0.05
NAPSB,0.05
DARS2,0.05
USP32P1,0.05
GRAP,0.05
BCL2L12,0.05
RCSD1,0.05
TSKS,0.05
TBX19,0.05
MIR557,0.05
FUZ,0.05
LINGO1-AS1,0.05
XCL1,0.05
PNKP,0.05
ATP1B1,0.05
AKT1S1,0.05
RP11-434D2.2,0.05
IL4I1,0.05
METTL11B,0.05
LINC01588,0.05
SLC47A1,0.05
FMO6P,0.05
RNF112,0.05
B9D1,0.05
VAMP4,0.05
IZUMO2,0.05
RP11-296O14.3,0.05
LINC01587,0.05
RP11-92B11.3,0.05
LINC01558,0.05
HDGF,0.05
TIMM17A,0.05
NDEL1,0.05
KLK1,0.05
GPR37L1,0.05
ARL8A,0.05
SLC25A35,0.05
PFAS,0.05
UBE2T,0.05
AURKB,0.05
KLK2,0.05
TMEM107,0.05
VAMP2,0.05
RP11-599B13.6,0.05
HES7,0.05
RP11-480I12.5,0.05
GUCY2D,0.05
KLHL12,0.05
TRAPPC1,0.05
LINC01460,0.05
KLKP1,0.05
KDM6B,0.05
WRAP53,0.05
MYBPH,0.05
ATP1B2,0.05
ELF3,0.05
IPO9,0.05
ASPDH,0.05
PIK3R5,0.05
TTC19,0.05
ARPC5,0.05
ADORA2B,0.05
SYT3,0.05
TSEN15,0.05
C1orf27,0.05
OCLM,0.05
AC005863.1,0.05
HS3ST3B1,0.05
ERVMER61-1,0.05
HS3ST3A1,0.05
RGS2,0.05
GPR32,0.05
CFHR4,0.05
C1orf53,0.05
ADPRM,0.05
LINC01547,0.05
FAM58BP,0.05
MROH3P,0.05
TMEM9,0.05
LAD1,0.05
CSRP1,0.05
C19orf48,0.05
FAM27L,0.05
MTRNR2L1,0.05
FMO9P,0.05
OR6N2,0.05
OR10J3,0.05
OR10J1,0.05
SLC35G3,0.05
DUSP23,0.05
FCRL6,0.05
SLAMF8,0.05
CGB5,0.05
RFFL,0.05
VSIG8,0.05
CGB8,0.05
CCL13,0.05
CCL8,0.05
CGB7,0.05
CCL7,0.05
NTF4,0.05
ASIC2,0.05
IGSF9,0.05
TMEM98,0.05
KCNJ10,0.05
PSMD11,0.05
ZNF207,0.05
KCNJ9,0.05
CASQ1,0.05
FCER1A,0.05
CTB-60B18.6,0.05
LGALS9,0.05
OR6K6,0.05
NUCB1,0.05
PRCC,0.05
DHDH,0.05
HNF1B,0.05
NTRK1,0.05
DUSP14,0.05
INSRR,0.05
ARHGEF11,0.05
ETV3L,0.05
FCRL1,0.05
FTL,0.05
CD5L,0.05
ZNHIT3,0.05
OR6Y1,0.05
CCL4,0.05
CCL18,0.05
CCL23,0.05
CCL15,0.05
OR10Z1,0.05
LHB,0.05
OR6K2,0.05
RDM1,0.05
OR6K3,0.05
UTP6,0.05
DCAF8,0.05
LIN7B,0.05
RAB11FIP4,0.05
RPL23A,0.05
C1orf226,0.05
PROCA1,0.05
SUPT6H,0.05
SDF2,0.05
LRRC74B,0.05
RPL13A,0.05
SH2D1B,0.05
ALDOC,0.05
UHMK1,0.05
UNC119,0.05
SLC13A2,0.05
RPS11,0.05
RCN3,0.05
NOSIP,0.05
POLDIP2,0.05
IFT20,0.05
ALDH9A1,0.05
PYY2,0.05
RP11-466F5.10,0.05
SCAF1,0.05
UCK2,0.05
FAM78B,0.05
FLT3LG,0.05
NOS1AP,0.05
PIH1D1,0.05
ANKRD13B,0.05
NCSTN,0.05
MGAT4D,0.05
F11R,0.05
TBC1D29,0.05
LRRC75B,0.05
TOMM40L,0.05
PCP4L1,0.05
MPZ,0.05
NSRP1,0.05
TEAD2,0.05
GIT1,0.05
DUSP12,0.05
DKKL1,0.05
CRYBA1,0.05
PTH2,0.05
FCGR2C,0.05
SEZ6,0.05
FCGR3B,0.05
RPL31P11,0.05
DHRS13,0.05
FCRLB,0.05
SLC17A7,0.05
CD55,0.05
IGFLR1,0.05
RBM5,0.05
LYVE1,0.05
GTF3C6,0.05
GSTM2P1,0.05
PTH,0.05
TUBE1,0.05
ARNTL,0.05
RASSF10,0.05
HDAC2,0.05
HS3ST5,0.05
DKK3,0.05
FAM26D,0.05
AWAT2,0.05
RANBP1,0.05
DGCR8,0.05
PLN,0.05
GJA1,0.05
HSF2,0.05
NRIP3,0.05
ASCL3,0.05
SMPDL3A,0.05
AKIP1,0.05
CLVS2,0.05
RPL27A,0.05
TRIM66,0.05
RNF217,0.05
AMD1,0.05
CALCA,0.05
CCNJ,0.05
ARR3,0.05
QRSL1,0.05
MIR587,0.05
TMEM86A,0.05
GNB1L,0.05
TSG101,0.05
SNX3,0.05
SAA1,0.05
SAA2,0.05
SAA2-SAA4,0.05
C22orf29,0.05
FOXO3,0.05
COMT,0.05
CDK19,0.05
C6orf183,0.05
SERGEF,0.05
AWAT1,0.05
MYOD1,0.05
OTOG,0.05
KCNJ11,0.05
NCR3LG1,0.05
MICAL1,0.05
CDC40,0.05
C11orf58,0.05
METTL24,0.05
HDDC2,0.05
PJA1,0.05
EFNB1,0.05
OR51I2,0.05
PEX7,0.05
OR52E4,0.05
PI4KAP1,0.05
TNFAIP3,0.05
CCDC28A,0.05
ABRACL,0.05
AIG1,0.05
ADAT2,0.05
PHACTR2,0.05
UBQLN3,0.05
RIMBP3,0.05
OR51I1,0.05
OR10A6,0.05
OR51Q1,0.05
AC011718.2,0.05
ZC2HC1B,0.05
SF3B5,0.05
OR51B2,0.05
OR51B4,0.05
STX11,0.05
RAB32,0.05
UST,0.05
ASB12,0.05
PPIL4,0.05
OR52L1,0.05
OR56A4,0.05
MAP7,0.05
OR52B2,0.05
OR5P3,0.05
OR5P2,0.05
RP11-35J10.5,0.05
OVCH2,0.05
OLFML1,0.05
TMEM244,0.05
MIR302E,0.05
ARG1,0.05
TAAR9,0.05
OR10A2,0.05
OR2AG1,0.05
OR2AG2,0.05
MRPL17,0.05
TPP1,0.05
ILK,0.05
VNN2,0.05
TIMM10B,0.05
RPS12,0.05
TCF21,0.05
APBB1,0.05
LINC01010,0.05
CCKBR,0.05
OR52W1,0.05
MRGPRX1,0.05
MRGPRX2,0.05
RTN4IP1,0.05
ELOVL5,0.05
OR4S1,0.05
OR4X1,0.05
TRAM2,0.05
USP18,0.05
TMEM14A,0.05
MTCH2,0.05
GGT3P,0.05
GSTA4,0.05
PSMC3,0.05
FBXO9,0.05
GCM1,0.05
KLHL31,0.05
DGCR14,0.05
ACP2,0.05
RAB23,0.05
PACSIN3,0.05
PIN4,0.05
C11orf49,0.05
RP11-262D11.2,0.05
ARHGAP1,0.05
B3GAT2,0.05
PEX16,0.05
RP11-257K9.8,0.05
SLC35C1,0.05
OR4C4P,0.05
IL17F,0.05
PEX26,0.05
OR4A47,0.05
CYP39A1,0.05
SLC25A27,0.05
OR5D18,0.05
CDX4,0.05
MEP1A,0.05
TNFRSF21,0.05
OR4S2,0.05
OPN5,0.05
IL17RA,0.05
C6orf141,0.05
CRISP2,0.05
CRISP3,0.05
OR4C46,0.05
RP11-574M7.2,0.05
CRISP1,0.05
NAP1L6,0.05
PABPC1L2B,0.05
DEFB112,0.05
FOLH1,0.05
ATP6V1E1,0.05
MIR133B,0.05
BID,0.05
IL17A,0.05
KHDC3L,0.05
CD82,0.05
CSRP3,0.05
BBOX1,0.05
EIF3M,0.05
PNRC1,0.05
PM20D2,0.05
CDC45,0.05
IMMP1L,0.05
DNAJC24,0.05
FSHB,0.05
GJA10,0.05
NDUFAF4,0.05
RP11-587D21.4,0.05
FAXC,0.05
FIBIN,0.05
MB21D1,0.05
SLC5A12,0.05
COQ3,0.05
5-Sep,0.05
TSTD3,0.05
FANCF,0.05
CCNC,0.05
RP1-199J3.5,0.05
PRDM13,0.05
BVES-AS1,0.05
PREP,0.05
E2F8,0.05
PRRG4,0.05
SLC35A1,0.05
DEPDC7,0.05
TCP11L1,0.05
ACCS,0.05
SLC17A5,0.05
COX7A2,0.05
TMEM30A,0.05
GJB1,0.05
PGM3,0.05
RWDD2A,0.05
TRAF6,0.05
CYB5R4,0.05
FJX1,0.05
MRAP2,0.05
NT5E,0.05
APIP,0.05
EHF,0.05
ELF5,0.05
SNHG5,0.05
ABTB2,0.05
HTR1E,0.05
CAPRIN1,0.05
CGA,0.05
CD59,0.05
MRPL40,0.05
CXorf65,0.05
OR51L1,0.05
KATNA1,0.05
RAET1E,0.05
RAPGEF5,0.05
AC073343.13,0.05
TMEM106B,0.05
PNLIPRP2,0.05
ARL4A,0.05
CCDC172,0.05
SOSTDC1,0.05
TSPYL2,0.05
TRUB1,0.05
AGR3,0.05
ADRB1,0.05
ITGB8,0.05
STEAP1B,0.05
CALHM3,0.05
XAGE5,0.05
FAM126A,0.05
BBIP1,0.05
TRA2A,0.05
DUSP5,0.05
FAM221A,0.05
MXI1,0.05
NPY,0.05
SPANXN5,0.05
ITPRIP,0.05
SNX10,0.05
HSD17B10,0.05
C7orf26,0.05
KDELR2,0.05
FAM204A,0.05
BUB3,0.05
IGLV7-43,0.05
IGLV1-41,0.05
TTYH3,0.05
C10orf88,0.05
FAM24A,0.05
AMZ1,0.05
FAM24B,0.05
FOXK1,0.05
HTRA1,0.05
RADIL,0.05
TSR2,0.05
IGLV5-37,0.05
ACTB,0.05
FSCN1,0.05
OCM,0.05
BAG3,0.05
CCZ1,0.05
PRDX3,0.05
SFXN4,0.05
CYTH3,0.05
CACUL1,0.05
PRLHR,0.05
KIAA0087,0.05
USMG5,0.05
NUDT1,0.05
RP11-89N17.1,0.05
PKD2L1,0.05
BLOC1S2,0.05
NEUROD6,0.05
NUDT10,0.05
CPN1,0.05
BMP15,0.05
CUTC,0.05
DPY19L1P2,0.05
NKX2-3,0.05
IGLV2-14,0.05
RP9,0.05
PYROXD2,0.05
HOXA4,0.05
LOXL4,0.05
DPY19L1,0.05
S100A11P2,0.05
ZFYVE27,0.05
MORN4,0.05
HOGA1,0.05
EXOSC1,0.05
AOAH,0.05
FRAT1,0.05
TRGV9,0.05
TRGV5,0.05
NDUFB8,0.05
CRHR2,0.05
GARS,0.05
NUDT11,0.05
INA,0.05
CYP17A1,0.05
HOXA13,0.05
SFXN2,0.05
TRIM8,0.05
TMEM180,0.05
IGLV3-25,0.05
PSD,0.05
NFKB2,0.05
JAZF1,0.05
PITX3,0.05
TRIL,0.05
LDB1,0.05
C10orf76,0.05
WIPF3,0.05
IGLV3-22,0.05
FGF8,0.05
FBXW4,0.05
TLX1NB,0.05
KAZALD1,0.05
PLEKHA8,0.05
NOD1,0.05
MRPL43,0.05
GPR26,0.05
ELFN1,0.05
RAET1G,0.05
KRTAP5-1,0.05
GTF2H5,0.05
TMEM181,0.05
THAP7,0.05
INS-IGF2,0.05
IGF2,0.05
DYNLT1,0.05
TNNT3,0.05
SYT8,0.05
RSPH3,0.05
KRTAP5-6,0.05
FAM230B,0.05
MOB2,0.05
SFT2D1,0.05
BRSK2,0.05
TOLLIP,0.05
SLC22A2,0.05
LPAL2,0.05
SPIN2A,0.05
TSPAN4,0.05
RPLP2,0.05
SLC25A22,0.05
TALDO1,0.05
SPIN2B,0.05
DEAF1,0.05
SNAP29,0.05
TSSC4,0.05
TRPM5,0.05
CDKN1C,0.05
ULBP2,0.05
RAET1K,0.05
OR52R1,0.05
OR51D1,0.05
TRIM68,0.05
KLHL22,0.05
RMND1,0.05
MED15,0.05
OR52M1,0.05
ESR1,0.05
TRIM21,0.05
VIP,0.05
RRM1,0.05
RHOG,0.05
PGAP2,0.05
ART1,0.05
TRPC2,0.05
TSSC2,0.05
OSBPL5,0.05
CLDN20,0.05
ARHGEF9,0.05
TMEM242,0.05
ZDHHC14,0.05
DRD4,0.05
CDHR5,0.05
IGLV5-45,0.05
COX19,0.05
LRRC27,0.05
FAM20C,0.05
JAKMIP3,0.05
BNIP3,0.05
PPP2R2D,0.05
MAGEH1,0.05
IGLV9-49,0.05
GLRX3,0.05
PRKAR1B,0.05
MGMT,0.05
ADAP1,0.05
NPS,0.05
IRF7,0.05
PAGE3,0.05
GPR146,0.05
GPER1,0.05
PAGE2,0.05
IGLV1-47,0.05
MMP21,0.05
MAFK,0.05
ALAS2,0.05
APEX2,0.05
METTL10,0.05
FAM53B,0.05
C10orf91,0.05
TBP,0.05
LINC00574,0.05
MIR202,0.05
SPIN3,0.05
RNASET2,0.05
PPIL2,0.05
ANO9,0.05
PKP3,0.05
IFITM1,0.05
IFITM2,0.05
GPR31,0.05
TTLL2,0.05
PPM1F,0.05
SIRT3,0.05
ODF3,0.05
TOP3B,0.05
PRAMENP,0.05
IGLV4-69,0.05
IGLV8-61,0.05
FRG2B,0.05
RP11-108K14.8,0.05
ECHS1,0.05
IGLV11-55,0.05
IGLV10-54,0.05
ZNF511,0.05
TUBGCP2,0.05
RCAN2,0.05
OR5W2,0.05
ENPP5,0.05
C6orf136,0.05
KCNE3,0.05
TRIM39-RPP21,0.05
UCP3,0.05
UCP2,0.05
HLA-E,0.05
COA4,0.05
PRR3,0.05
PLEKHB1,0.05
FAM168A,0.05
RELT,0.05
MRPS18B,0.05
PPP1R18,0.05
CDSN,0.05
STARD10,0.05
FLOT1,0.05
IER3,0.05
DDR1,0.05
GTF2H4,0.05
MX1,0.05
FOLR3,0.05
VARS2,0.05
SFTA2,0.05
LRTOMT,0.05
IL18BP,0.05
LIPT2,0.05
HCG17,0.05
CHRDL2,0.05
RNF169,0.05
ZSCAN23,0.05
GPX6,0.05
KCTD21,0.05
OR2W1,0.05
OR2J3,0.05
CSTF2,0.05
AAMDC,0.05
OR12D3,0.05
UBD,0.05
B3GNT6,0.05
ACER3,0.05
TSKU,0.05
TSPAN6,0.05
PCP4,0.05
HLA-V,0.05
DGAT2,0.05
ZNRD1-AS1,0.05
SERPINH1,0.05
KLHL35,0.05
PPP1R11,0.05
RNF39,0.05
TRIM10,0.05
SPCS2,0.05
LINC00479,0.05
PSORS1C2,0.05
WRB,0.05
RAD9A,0.05
NDUFV1,0.05
CABP2,0.05
PITPNM1,0.05
NDUFV3,0.05
C6orf25,0.05
CBS,0.05
CORO1B,0.05
LY6G6C,0.05
CARNS1,0.05
TBC1D10C,0.05
DDAH2,0.05
POLD4,0.05
TCF19,0.05
SSH3,0.05
CLIC1,0.05
VWA7,0.05
RHOD,0.05
SYT12,0.05
C11orf86,0.05
LRFN4,0.05
HSF2BP,0.05
HSPA1A,0.05
RBM4B,0.05
C6orf48,0.05
NUDT8,0.05
SLC37A1,0.05
APOOL,0.05
UBASH3A,0.05
POU5F1,0.05
DHCR7,0.05
HLA-C,0.05
CTTN,0.05
HLA-B,0.05
MICA,0.05
ZNF295-AS1,0.05
FGF4,0.05
MCCD1,0.05
DDX39B,0.05
ABCG1,0.05
NFKBIL1,0.05
MRGPRD,0.05
MRPL21,0.05
LST1,0.05
TGIF2LX,0.05
AIF1,0.05
C11orf24,0.05
CHKA,0.05
APOM,0.05
TFF2,0.05
ALDH3B1,0.05
RP11-119D9.1,0.05
NARS2,0.05
ZSCAN31,0.05
CCS,0.05
AASDHPPT,0.05
MCUR1,0.05
RNF182,0.05
RAB40A,0.05
KDELC2,0.05
MYLIP,0.05
RBM24,0.05
FAM8A1,0.05
NUP153,0.05
SLN,0.05
TPMT,0.05
RNF144B,0.05
KBTBD3,0.05
SCGN,0.05
MIR548A1,0.05
CARD18,0.05
MBOAT1,0.05
CARD16,0.05
CASC15,0.05
CASP12,0.05
TDP2,0.05
GMNN,0.05
MMP12,0.05
CMAHP,0.05
KCNJ6,0.05
RANBP9,0.05
C11orf53,0.05
EDN1,0.05
TMEM170B,0.05
APOA4,0.05
BUD13,0.05
RP4-529N6.1,0.05
RPP40,0.05
RBM7,0.05
NNMT,0.05
NRN1,0.05
SNAPC5P1,0.05
ANKK1,0.05
PTS,0.05
SLC35B3,0.05
TEX12,0.05
SDHD,0.05
TIMM8B,0.05
DLAT,0.05
HSPB2,0.05
TMEM14C,0.05
C11orf1,0.05
FDXACB1,0.05
TMEM14B,0.05
PPP2R1B,0.05
LAYN,0.05
ERVFRD-1,0.05
MMP8,0.05
TMEM123,0.05
ZSCAN9,0.05
HIST1H3H,0.05
ABT1,0.05
MTNR1B,0.05
GUSBP2,0.05
AF064858.6,0.05
HIST1H4I,0.05
HNRNPH2,0.05
TRIM49D1,0.05
TRIM53BP,0.05
VN1R10P,0.05
ZNF391,0.05
RPL36A,0.05
TIMM8A,0.05
HIST1H1A,0.05
TMEM135,0.05
HIST1H2BN,0.05
HIST1H2AL,0.05
HIST1H3I,0.05
TRMT2B,0.05
OR2B6,0.05
ZNF165,0.05
CREBZF,0.05
TMEM126B,0.05
ZKSCAN8,0.05
TOB2P1,0.05
ETS2,0.05
TAF1D,0.05
ARMCX6,0.05
HIST1H3PS1,0.05
HIST1H3B,0.05
HIST1H2AB,0.05
HIST1H2BB,0.05
DSCR8,0.05
HIST1H3C,0.05
KCNJ15,0.05
HFE,0.05
HIST1H4C,0.05
HIST1H1T,0.05
HIST1H2BC,0.05
HIST1H2AC,0.05
HIST1H2BE,0.05
TMSB15A,0.05
DSCR10,0.05
BEX5,0.05
CWC15,0.05
FUT4,0.05
HIST1H3F,0.05
ANKRD49,0.05
HIST1H2BH,0.05
GPR83,0.05
HIST1H3G,0.05
HIST1H4H,0.05
NEU1,0.05
C2,0.05
OR7E5P,0.05
KCNK5,0.05
PI16,0.05
TMEM109,0.05
PRPF19,0.05
FGD2,0.05
CCDC86,0.05
C21orf58,0.05
RNF8,0.05
CCDC167,0.05
MS4A5,0.05
GLO1,0.05
SAYSD1,0.05
KCNK16,0.05
TOMM6,0.05
TDRG1,0.05
LINC00951,0.05
MS4A3,0.05
APOBEC2,0.05
MRPL16,0.05
TREML1,0.05
TREML5P,0.05
OR4D11,0.05
S100B,0.05
FOXP4,0.05
OR5A2,0.05
SLC15A3,0.05
C6orf89,0.05
PPIL1,0.05
VPS37C,0.05
COL6A2,0.05
SCGB2A1,0.05
SCGB1D1,0.05
INCENP,0.05
FTH1,0.05
LHFPL5,0.05
ZDHHC15,0.05
FADS1,0.05
FADS2,0.05
FEN1,0.05
BRPF3,0.05
DAGLA,0.05
C6orf222,0.05
LRRC10B,0.05
RP11-286N22.8,0.05
CPSF7,0.05
TMEM216,0.05
KCTD20,0.05
DAK,0.05
SRSF3,0.05
CDKN1A,0.05
PGA4,0.05
LSS,0.05
PRICKLE4,0.05
BYSL,0.05
SLC19A1,0.05
MAD2L1BP,0.05
DLK2,0.05
OR5AK2,0.05
HSFY1P1,0.05
OR5G5P,0.05
TJAP1,0.05
IGKV1OR22-5,0.05
POLR1C,0.05
YIPF3,0.05
IGKV2OR22-4,0.05
OR5M11,0.05
GTPBP2,0.05
OR5R1,0.05
ZCCHC13,0.05
MRPS18A,0.05
OR8J1,0.05
GAB4,0.05
VEGFA,0.05
MRPL14,0.05
CAPN11,0.05
SLC35B2,0.05
AARS2,0.05
OR8H3,0.05
OR8I2,0.05
RUNX2,0.05
CRIP3,0.05
TTBK1,0.05
P2RX3,0.05
SRF,0.05
TAF8,0.05
GLYAT,0.05
MIR545,0.05
OR5B21,0.05
GUCA1B,0.05
OR5B3,0.05
TBCC,0.05
OR1S1,0.05
OR1S2,0.05
OR9Q2,0.05
OR9I1,0.05
RPL7L1,0.05
C6orf226,0.05
PTCRA,0.05
C11orf31,0.05
GNMT,0.05
PEX6,0.05
PPP2R5D,0.05
RP3-368A4.5,0.05
MRPL2,0.05
TPTEP1,0.05
SLC43A1,0.05
SLC43A3,0.05
PCBP3,0.05
ASRGL1,0.05
ACTN3,0.05
HMGN5,0.05
SIPA1,0.05
PBX2,0.05
MAP3K11,0.05
EHBP1L1,0.05
KRTAP10-3,0.05
SSSCA1,0.05
LTBP3,0.05
SCYL1,0.05
KRTAP10-4,0.05
SLC25A45,0.05
CDC42EP2,0.05
HLA-DRB9,0.05
GPHA2,0.05
VDAC1P1,0.05
SPDYC,0.05
HLA-DQB1,0.05
HLA-DQB2,0.05
VPS51,0.05
ZFPL1,0.05
CDCA5,0.05
TAP2,0.05
SAC3D1,0.05
SNX15,0.05
KRTAP10-9,0.05
RELA,0.05
KAT5,0.05
AP5B1,0.05
SNX32,0.05
ZDHHC24,0.05
ZBTB12,0.05
RRP1,0.05
SKIV2L,0.05
DXO,0.05
STK19,0.05
BRMS1,0.05
C4A,0.05
DNMT3L,0.05
RAB1B,0.05
GNAT1,0.05
AL645922.1,0.05
SF3B2,0.05
CYP21A2,0.05
BANF1,0.05
EIF1AD,0.05
FKBPL,0.05
PFKL,0.05
FOSL1,0.05
EGFL8,0.05
CTSW,0.05
AGPAT1,0.05
MUS81,0.05
PPP1R2P1,0.05
KRTAP10-10,0.05
EEF1G,0.05
SNRPC,0.05
BAK1,0.05
PLA2G16,0.05
HRASLS2,0.05
PGAM4,0.05
LGALS12,0.05
COX7B,0.05
MIR325,0.05
CHRM1,0.05
STX5,0.05
PBDC1,0.05
LINC00334,0.05
TAF6L,0.05
ATG2A,0.05
TAF11,0.05
TTC9C,0.05
HNRNPUL2,0.05
ZNF76,0.05
UBXN1,0.05
DEF6,0.05
PPARD,0.05
RPL10A,0.05
B3GAT3,0.05
TEAD3,0.05
MTA2,0.05
ZBTB9,0.05
C11orf84,0.05
RCOR2,0.05
KIFC1,0.05
EHD1,0.05
CDC42BPG,0.05
MEN1,0.05
HLA-DMB,0.05
RASGRP2,0.05
P2RY10,0.05
RXRB,0.05
SLC39A7,0.05
RPS6KA4,0.05
CCDC88B,0.05
PRDX5,0.05
HSD17B8,0.05
KRTAP12-4,0.05
RING1,0.05
PFDN6,0.05
FKBP2,0.05
VEGFB,0.05
RGL2,0.05
SUMO3,0.05
ZBTB22,0.05
STIP1,0.05
OTUB1,0.05
LYPLA2P1,0.05
TRGV3,0.05
TRGV2,0.05
APOA1,0.05
CTSV,0.05
ANP32B,0.05
PPP2CB,0.05
C9orf156,0.05
FOXE1,0.05
XPA,0.05
TTI2,0.05
RNF122,0.05
MIR651,0.05
TMEM184B,0.05
BRF2,0.05
ADRB3,0.05
NUTM2G,0.05
TBC1D2,0.05
EIF4EBP1,0.05
ASH2L,0.05
ZNF510,0.05
RP11-535M15.1,0.05
LSM1,0.05
HABP4,0.05
LETM2,0.05
HSD17B3,0.05
FGFR1,0.05
C8orf86,0.05
RNF5P1,0.05
CORO2A,0.05
RBPMS,0.05
RP11-248J23.6,0.05
OR13D1,0.05
PEBP4,0.05
MID1,0.05
ACTL7A,0.05
POLR2F,0.05
TNFRSF10C,0.05
TNFRSF10A,0.05
TAL2,0.05
R3HCC1,0.05
SOX10,0.05
ENTPD4,0.05
NIPSNAP3B,0.05
OR13C2,0.05
GALNT12,0.05
SLC16A8,0.05
SCARA3,0.05
MRPL50,0.05
PBK,0.05
MURC,0.05
TMEFF1,0.05
PNOC,0.05
KAL1,0.05
FZD3,0.05
VCX3B,0.05
MBOAT4,0.05
VCX,0.05
FBP2,0.05
NUTM2F,0.05
TAB1,0.05
MRPL15,0.05
APOBEC3H,0.05
CTSL3P,0.05
RP11-56A10.1,0.05
TMEM68,0.05
PDGFB,0.05
RPL3,0.05
RPS20,0.05
SYNGR1,0.05
GOLM1,0.05
CHCHD7,0.05
SDR16C6P,0.05
ADAM5,0.05
SLC28A3,0.05
RMI1,0.05
PENK,0.05
GKAP1,0.05
RNU7-174P,0.05
IDNK,0.05
RP11-716D16.1,0.05
CA8,0.05
RAB2A,0.05
ATF4,0.05
TTPA,0.05
CDK20,0.05
XG,0.05
NXNL2,0.05
SNAI2,0.05
GTPBP1,0.05
IDO1,0.05
SFRP1,0.05
FAM120AOS,0.05
